name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	-5tolessthan5	5tolessthan15	15tolessthan25	25tolessthan35	35tolessthan45	45tolessthan55	55tolessthan65	65tolessthan75	75tolessthan85	85tolessthan95	95tolessthan105	105tolessthan115	completeIS_0.95	6203891	6205549	1659	<unknown id>	ISAcma23_orf1 	ISL3	-	2902.0	0.0	(-1, 0)	0.993	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	1	0	is_name:ISAcma23_orf1 	original_orf:557	original_aa_length:553	family:ISL3	group:-	origin:Acaryochloris marina	ntlength:1810.0	orflength:557	numorfs:1.0	sbjct_start:1	sbjct_end:553	expected:0.0	score:2902.0	query_length:1676	query_start:3	identities:553	align_length:553	positives:553	query_end:1661	frame:(-1, 0)	bits:1122.46	mod_query_start:6203890	mod_query_end:6205548	perc_of_orf:0.993	
completeIS_0.95	518414	519820	1407	<unknown id>	ISAcma16_orf1 	IS4	IS4	2420.0	0.0	(-1, 0)	0.994	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	12	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:469	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:469	expected:0.0	score:2420.0	query_length:1412	query_start:6	identities:467	align_length:469	positives:468	query_end:1412	frame:(-1, 0)	bits:936.791	mod_query_start:518413	mod_query_end:519819	perc_of_orf:0.994	
completeIS_0.95	1769011	1770396	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2393.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	13	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2393.0	query_length:1388	query_start:3	identities:462	align_length:462	positives:462	query_end:1388	frame:(3, 0)	bits:926.391	mod_query_start:1769010	mod_query_end:1770395	perc_of_orf:0.979	
completeIS_0.95	2065374	2066759	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2393.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	14	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2393.0	query_length:1388	query_start:3	identities:462	align_length:462	positives:462	query_end:1388	frame:(3, 0)	bits:926.391	mod_query_start:2065373	mod_query_end:2066758	perc_of_orf:0.979	
completeIS_0.95	2833827	2835212	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2393.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	15	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2393.0	query_length:1388	query_start:3	identities:462	align_length:462	positives:462	query_end:1388	frame:(3, 0)	bits:926.391	mod_query_start:2833826	mod_query_end:2835211	perc_of_orf:0.979	
completeIS_0.95	5721197	5722582	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2393.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	16	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2393.0	query_length:1388	query_start:3	identities:462	align_length:462	positives:462	query_end:1388	frame:(3, 0)	bits:926.391	mod_query_start:5721196	mod_query_end:5722581	perc_of_orf:0.979	
completeIS_0.95	6150222	6151607	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2393.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	17	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2393.0	query_length:1388	query_start:3	identities:462	align_length:462	positives:462	query_end:1388	frame:(3, 0)	bits:926.391	mod_query_start:6150221	mod_query_end:6151606	perc_of_orf:0.979	
completeIS_0.95	6315483	6316868	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2393.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	18	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2393.0	query_length:1388	query_start:3	identities:462	align_length:462	positives:462	query_end:1388	frame:(3, 0)	bits:926.391	mod_query_start:6315482	mod_query_end:6316867	perc_of_orf:0.979	
completeIS_0.95	4219493	4220878	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2391.0	0.0	(-3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	19	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:462	expected:0.0	score:2391.0	query_length:2011	query_start:3	identities:461	align_length:462	positives:462	query_end:1388	frame:(-3, 0)	bits:925.62	mod_query_start:4219492	mod_query_end:4220877	perc_of_orf:0.979	
completeIS_0.95	5348813	5350198	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2391.0	0.0	(-1, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	20	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:462	expected:0.0	score:2391.0	query_length:1388	query_start:3	identities:461	align_length:462	positives:462	query_end:1388	frame:(-1, 0)	bits:925.62	mod_query_start:5348812	mod_query_end:5350197	perc_of_orf:0.979	
completeIS_0.95	5945824	5947209	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2391.0	0.0	(-1, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	21	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:462	expected:0.0	score:2391.0	query_length:1388	query_start:3	identities:461	align_length:462	positives:462	query_end:1388	frame:(-1, 0)	bits:925.62	mod_query_start:5945823	mod_query_end:5947208	perc_of_orf:0.979	
completeIS_0.95	4932049	4933377	1329	<unknown id>	ISAcma24_orf1 	IS701	-	2387.0	0.0	(-1, 0)	0.991	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	22	0	is_name:ISAcma24_orf1 	original_orf:447	original_aa_length:443	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1428.0	orflength:447	numorfs:1.0	sbjct_start:4	sbjct_end:446	expected:0.0	score:2387.0	query_length:1331	query_start:3	identities:443	align_length:443	positives:443	query_end:1331	frame:(-1, 0)	bits:924.08	mod_query_start:4932048	mod_query_end:4933376	perc_of_orf:0.991	
completeIS_0.95	467462	468847	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2383.0	0.0	(-1, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	23	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:462	expected:0.0	score:2383.0	query_length:1388	query_start:3	identities:460	align_length:462	positives:461	query_end:1388	frame:(-1, 0)	bits:922.539	mod_query_start:467461	mod_query_end:468846	perc_of_orf:0.979	
completeIS_0.95	3048169	3049554	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2383.0	0.0	(3, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	24	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:2	sbjct_end:463	expected:0.0	score:2383.0	query_length:1388	query_start:3	identities:460	align_length:462	positives:461	query_end:1388	frame:(3, 0)	bits:922.539	mod_query_start:3048168	mod_query_end:3049553	perc_of_orf:0.979	
completeIS_0.95	3243414	3244799	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2383.0	0.0	(-1, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	25	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:462	expected:0.0	score:2383.0	query_length:1388	query_start:3	identities:460	align_length:462	positives:461	query_end:1388	frame:(-1, 0)	bits:922.539	mod_query_start:3243413	mod_query_end:3244798	perc_of_orf:0.979	
completeIS_0.95	5623467	5624852	1386	<unknown id>	ISAcma16_orf1 	IS4	IS4	2383.0	0.0	(-1, 0)	0.979	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	26	0	is_name:ISAcma16_orf1 	original_orf:472	original_aa_length:462	family:IS4	group:IS4	origin:Acaryochloris marina	ntlength:1483.0	orflength:472	numorfs:1.0	sbjct_start:1	sbjct_end:462	expected:0.0	score:2383.0	query_length:1388	query_start:3	identities:460	align_length:462	positives:461	query_end:1388	frame:(-1, 0)	bits:922.539	mod_query_start:5623466	mod_query_end:5624851	perc_of_orf:0.979	
completeIS_0.95	515940	517247	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	27	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:515939	mod_query_end:517246	perc_of_orf:1.0	
completeIS_0.95	666645	667952	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	28	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:666644	mod_query_end:667951	perc_of_orf:1.0	
completeIS_0.95	940229	941536	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	29	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:940228	mod_query_end:941535	perc_of_orf:1.0	
completeIS_0.95	1100397	1101704	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	30	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:1100396	mod_query_end:1101703	perc_of_orf:1.0	
completeIS_0.95	2629004	2630311	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	31	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:2629003	mod_query_end:2630310	perc_of_orf:1.0	
completeIS_0.95	3975226	3976533	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	32	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:3975225	mod_query_end:3976532	perc_of_orf:1.0	
completeIS_0.95	4250628	4251935	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	33	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:4250627	mod_query_end:4251934	perc_of_orf:1.0	
completeIS_0.95	5352546	5353853	1308	<unknown id>	ISAcma8_orf1 	IS701	-	2227.0	0.0	(3, 0)	1.0	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	34	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:436	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:436	expected:0.0	score:2227.0	query_length:1310	query_start:3	identities:436	align_length:436	positives:436	query_end:1310	frame:(3, 0)	bits:862.448	mod_query_start:5352545	mod_query_end:5353852	perc_of_orf:1.0	
completeIS_0.95	219740	221044	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	35	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:219739	mod_query_end:221043	perc_of_orf:0.998	
completeIS_0.95	1922989	1924293	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	36	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:1922988	mod_query_end:1924292	perc_of_orf:0.998	
completeIS_0.95	2402879	2404183	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	37	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:2402878	mod_query_end:2404182	perc_of_orf:0.998	
completeIS_0.95	2631489	2632793	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	38	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:2631488	mod_query_end:2632792	perc_of_orf:0.998	
completeIS_0.95	3687540	3688844	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	39	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:3687539	mod_query_end:3688843	perc_of_orf:0.998	
completeIS_0.95	3758559	3759863	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	40	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:3758558	mod_query_end:3759862	perc_of_orf:0.998	
completeIS_0.95	5241028	5242332	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	41	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:5241027	mod_query_end:5242331	perc_of_orf:0.998	
completeIS_0.95	5743970	5745274	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	42	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:5743969	mod_query_end:5745273	perc_of_orf:0.998	
completeIS_0.95	6336956	6338260	1305	<unknown id>	ISAcma8_orf1 	IS701	-	2222.0	0.0	(-1, 0)	0.998	Acaryochloris marina	1.0	0	0	0	0	0	0	0	0	0	0	43	0	is_name:ISAcma8_orf1 	original_orf:436	original_aa_length:435	family:IS701	group:-	origin:Acaryochloris marina	ntlength:1398.0	orflength:436	numorfs:1.0	sbjct_start:1	sbjct_end:435	expected:0.0	score:2222.0	query_length:1310	query_start:3	identities:435	align_length:435	positives:435	query_end:1307	frame:(-1, 0)	bits:860.522	mod_query_start:6336955	mod_query_end:6338259	perc_of_orf:0.998	
